COMMUNICATION,QUALITY,PRICING,RESPECTING DEADLINES,ACCESIBILITY,MEETING EXPECTATIONS,EFFECTIVITY,CLASS
2,5,1,5,5,4,64.7053,1
4,9,2,7,1,2,73.5275,1
4,4,1,6,4,3,64.706,1
2,4,4,5,3,2,58.822,0
1,2,3,6,5,2,55.8806,0
2,4,3,2,3,3,49.9999,0
4,5,2,2,5,4,64.707,1
4,6,4,6,1,2,67.6459,1
3,2,2,5,3,2,49.9999,0
3,8,1,6,2,2,64.7041,1
4,6,1,3,4,1,55.8819,0
2,4,3,5,3,3,58.822599999999994,0
4,10,1,3,4,3,73.52869999999999,1
4,2,3,5,4,4,64.7069,1
2,7,2,7,1,4,67.6455,1
3,1,4,6,2,4,58.824,0
2,10,3,5,5,2,79.4086,1
3,6,1,6,4,3,67.6461,1
3,9,1,7,2,2,70.58590000000001,1
2,4,2,4,4,1,49.998599999999996,0
3,7,1,7,1,3,64.7046,1
2,9,2,2,3,1,55.880199999999995,0
1,9,4,5,3,1,67.6432,1
3,6,4,5,5,4,79.4109,1
1,5,4,5,1,2,52.939,0
3,7,1,7,4,3,73.5279,1
2,5,1,3,3,1,44.116499999999995,0
1,9,2,5,3,4,70.58600000000001,1
4,4,1,7,2,4,64.7063,1
3,5,4,7,4,2,73.5275,1
1,4,2,5,3,3,52.939899999999994,0
4,1,3,7,1,3,55.88290000000001,0
2,8,1,2,5,2,58.822100000000006,0
4,4,3,2,3,4,58.8249,0
3,5,4,3,1,3,55.8822,0
4,8,4,4,3,3,76.46969999999999,1
4,5,3,6,5,2,73.5284,1
3,1,3,1,3,2,38.2364,0
3,5,1,6,2,3,58.82299999999999,0
3,8,3,7,1,4,76.46910000000001,1
3,1,1,7,2,2,47.0587,0
4,8,2,3,5,2,70.5874,1
1,8,2,4,5,1,61.76160000000001,1
4,10,2,7,4,2,85.29169999999999,1
4,5,3,7,2,2,67.646,1
1,1,3,2,4,4,44.1182,0
4,6,4,5,2,3,70.5877,1
1,9,3,2,4,4,67.6454,1
4,10,1,3,2,2,64.7049,1
1,4,4,3,5,2,55.880700000000004,0
2,3,4,4,3,1,49.9986,0
4,1,3,4,5,3,58.824600000000004,0
1,4,4,2,4,4,55.8819,0
3,5,1,7,3,4,67.6466,1
3,6,2,2,1,4,52.9418,0
1,5,3,6,5,4,70.5865,1
2,9,2,6,4,4,79.4097,1
3,3,1,4,1,3,44.118300000000005,0
1,10,1,1,1,2,47.0569,0
1,8,3,5,4,3,70.5856,1
2,7,2,1,5,4,61.7645,1
4,3,3,5,3,1,55.88190000000001,0
1,9,4,2,3,2,61.762100000000004,1
4,3,2,3,4,4,58.825,0
4,7,1,2,1,3,52.9418,0
1,4,3,4,5,2,55.8806,0
1,1,2,3,5,2,41.176,0
3,4,1,4,3,4,55.88300000000001,0
3,2,3,7,3,2,58.8227,0
4,2,3,7,1,4,61.7654,1
1,1,2,5,4,1,41.1751,0
4,7,1,3,1,1,49.9995,0
2,5,1,6,1,2,49.9986,0
4,5,4,7,1,1,64.70429999999999,1
3,9,1,4,1,2,58.8221,0
2,6,4,5,1,3,61.7632,1
2,4,2,2,5,4,55.8827,0
3,6,2,1,1,2,44.1177,0
3,3,4,1,4,3,52.941900000000004,0
3,6,2,7,2,3,67.6458,1
4,2,3,4,5,1,55.88230000000001,0
2,3,1,5,5,2,52.94030000000001,0
4,7,1,4,1,4,61.76519999999999,1
4,6,4,2,5,2,67.6467,1
2,8,1,6,4,3,70.5862,1
1,2,2,6,5,4,58.8228,0
3,3,3,5,2,3,55.8823,0
2,2,1,3,1,4,38.2364,0
4,9,2,4,1,1,61.7632,1
1,7,1,6,4,4,67.6452,1
4,3,3,4,4,4,64.7069,1
4,1,4,6,5,1,61.7642,1
1,3,3,1,1,1,29.411,0
2,1,1,4,1,4,38.2364,0
3,8,4,3,1,2,61.763299999999994,1
1,10,1,1,3,1,49.997499999999995,0
3,2,3,3,1,4,47.06009999999999,0
4,9,2,2,5,4,76.47059999999999,1
3,4,1,5,4,3,58.82340000000001,0
2,1,4,2,3,1,38.23500000000001,0
3,10,3,6,3,1,76.4674,1
3,9,3,4,4,2,73.5274,1
2,9,3,4,3,1,64.703,1
2,7,2,6,4,3,70.58630000000001,1
4,2,1,4,4,2,50.000800000000005,0
3,6,3,7,5,1,73.5269,1
4,8,4,5,2,3,76.46949999999998,1
1,2,4,6,4,1,52.938900000000004,0
2,1,2,1,3,2,32.3537,0
1,2,2,3,1,3,35.2941,0
1,3,3,3,5,3,52.9404,0
1,1,2,7,4,2,49.99850000000001,0
4,6,1,2,3,1,49.999900000000004,0
2,7,4,6,3,1,67.64399999999999,1
3,7,1,1,4,4,58.8241,0
2,6,1,1,4,3,49.9999,0
3,1,3,6,1,2,47.0587,0
4,3,4,6,5,1,67.64599999999999,1
3,9,4,3,2,2,67.64529999999999,1
3,3,1,3,4,3,50.000699999999995,0
1,9,3,1,3,4,61.763400000000004,1
4,8,1,2,1,4,58.824299999999994,0
3,6,3,7,5,1,73.5269,1
2,5,1,2,5,3,52.941,0
2,10,1,3,1,3,58.822,0
1,7,4,3,4,3,64.7039,1
4,8,4,7,2,4,85.29289999999999,1
1,2,4,6,5,2,58.821600000000004,0
3,7,1,2,3,2,52.94070000000001,0
2,1,4,3,4,2,47.058600000000006,0
4,1,4,7,3,1,58.8229,0
2,6,3,7,2,1,61.761900000000004,1
4,7,2,5,2,2,64.705,1
4,9,3,1,4,3,70.588,1
4,5,1,2,1,2,44.1184,0
2,1,3,3,1,3,38.2359,0
1,2,2,7,4,4,58.82260000000001,0
4,9,1,6,1,2,67.6456,1
3,3,1,3,5,4,55.88340000000001,0
2,2,4,2,1,3,41.1769,0
1,9,3,5,5,4,79.4092,1
1,2,4,7,5,2,61.7625,1
1,9,1,1,2,3,49.9987,0
4,6,3,1,3,2,55.88260000000001,0
3,8,4,5,3,2,73.5273,1
3,2,3,3,4,3,52.9418,0
2,9,2,6,3,3,73.527,1
2,2,1,2,2,2,32.3534,0
3,8,4,1,5,1,64.70429999999999,1
4,6,2,6,1,2,61.76390000000001,1
4,10,1,7,2,2,76.4685,1
1,3,2,3,4,3,47.0583,0
2,8,1,1,5,1,52.939600000000006,0
3,9,1,4,2,2,61.7632,1
1,4,2,6,2,1,47.0565,0
3,4,1,6,5,3,64.7054,1
3,3,1,7,5,2,61.7638,1
2,10,2,5,1,1,61.7616,1
1,4,2,3,1,3,41.1759,0
4,9,1,5,4,2,73.52799999999999,1
4,8,1,1,2,4,58.8245,0
1,9,3,6,3,4,76.4679,1
2,7,4,3,3,1,58.8213,0
1,5,3,1,5,3,52.9404,0
1,10,2,4,2,4,67.64489999999999,1
4,3,2,3,3,3,52.9423,0
2,10,3,3,5,2,73.52680000000001,1
1,6,3,3,3,4,58.822500000000005,0
2,7,4,2,4,4,67.6463,1
4,2,1,5,2,4,52.9427,0
2,5,3,1,4,2,49.9994,0
4,1,4,7,3,2,61.7645,1
1,8,3,1,1,4,52.94029999999999,0
3,10,3,5,4,4,85.2924,1
3,3,3,3,2,1,44.1173,0
3,4,4,6,3,3,67.6462,1
3,9,3,2,5,4,76.4699,1
2,10,1,1,5,4,67.64620000000001,1
3,2,2,1,5,4,50.0017,0
3,9,4,5,4,4,85.29249999999999,1
4,6,3,3,1,1,52.9406,0
3,9,1,4,2,1,58.8216,0
1,5,2,5,3,2,52.9392,0
2,7,1,4,3,4,61.76400000000001,1
2,8,2,5,3,3,67.6452,1
4,4,4,5,3,1,61.763799999999996,1
2,2,1,2,2,3,35.295,0
4,1,1,4,5,3,52.9426,0
2,10,3,4,1,4,70.5865,1
1,3,2,3,3,2,41.1756,0
2,8,3,3,1,2,55.88060000000001,0
2,7,1,4,5,2,61.763000000000005,1
2,8,3,2,3,4,64.7051,1
2,6,3,4,5,1,61.76250000000001,1
2,5,1,4,1,3,47.05839999999999,0
4,6,1,7,3,3,70.5876,1
2,6,3,6,3,4,70.58690000000001,1
4,2,1,1,3,1,35.2954,0
3,8,1,4,4,1,61.7629,1
2,4,1,5,5,2,55.8812,0
4,9,3,3,3,1,67.6455,1
3,3,4,1,4,1,47.0587,0
1,4,2,7,4,3,61.7628,1
3,4,2,2,5,4,58.8244,0
2,3,2,1,3,3,41.177099999999996,0
3,1,4,7,5,1,61.7634,1
2,7,1,3,4,1,52.939400000000006,0
1,3,3,2,4,2,44.116800000000005,0
1,6,3,2,1,1,41.174600000000005,0
4,2,2,2,5,1,47.0595,0
3,4,4,1,4,3,55.8828,0
1,2,4,3,1,4,44.1177,0
3,5,3,1,5,4,61.7654,1
3,7,3,2,1,2,52.9405,0
3,9,1,7,3,1,70.58539999999999,1
3,8,2,1,5,4,67.6471,1
2,5,1,3,2,3,47.0586,0
4,4,1,6,1,1,49.9995,0
3,9,1,5,5,3,76.469,1
2,4,4,3,1,4,52.941199999999995,0
1,2,3,3,5,1,44.1163,0
1,2,3,5,3,4,52.94070000000001,0
4,3,2,6,4,3,64.7061,1
4,8,1,5,3,2,67.646,1
3,4,2,7,3,3,64.7051,1
2,5,4,7,2,4,70.5868,1
3,10,2,7,3,3,82.3505,1
2,10,4,3,3,1,67.64399999999999,1
4,4,2,6,5,4,73.5297,1
3,8,3,6,4,1,73.52669999999999,1
3,2,1,7,3,4,58.82390000000001,0
4,7,4,1,3,4,67.6477,1
3,1,2,2,2,3,38.236799999999995,0
4,3,1,3,2,4,50.0018,0
3,9,2,4,4,1,67.64479999999999,1
4,1,4,5,4,1,55.8822,0
3,3,2,5,5,3,61.7646,1
3,8,4,4,2,4,73.5285,1
3,1,4,7,4,3,64.7055,1
4,9,4,7,1,3,82.35109999999999,1
2,5,3,1,3,1,44.1167,0
3,10,2,1,1,2,55.881299999999996,0
3,6,2,7,5,3,76.4691,1
2,1,4,1,4,4,47.06,0
4,6,2,6,3,4,73.5293,1
4,7,1,6,3,3,70.5876,1
3,7,4,6,5,2,79.4095,1
2,6,2,7,4,1,64.7031,1
3,2,3,3,5,2,52.9413,0
3,1,2,2,3,1,35.2947,0
2,9,3,5,5,4,82.35090000000001,1
3,10,4,1,3,1,64.70389999999999,1
3,10,2,6,1,2,70.5858,1
4,2,2,6,1,4,55.8835,0
4,7,4,2,1,1,55.88159999999999,0
4,1,1,3,3,3,44.1195,0
1,7,2,5,1,2,52.93880000000001,0
1,9,4,4,5,3,76.4677,1
1,6,2,6,2,3,58.8215,0
2,5,1,7,1,3,55.8811,0
1,8,3,5,4,1,64.7024,1
2,7,2,2,2,4,55.882099999999994,0
1,10,3,7,5,3,85.29029999999999,1
3,5,4,7,3,3,73.52799999999999,1
3,8,2,3,5,3,70.5873,1
4,2,3,4,3,1,50.00010000000001,0
4,4,2,1,4,3,52.942499999999995,0
4,2,4,3,5,4,64.7072,1
1,4,3,3,5,2,52.9397,0
1,9,3,1,4,3,61.7629,1
3,6,4,7,2,2,70.5862,1
3,10,4,3,4,3,79.40999999999998,1
3,5,1,7,4,3,67.6461,1
4,2,1,1,2,3,38.2375,0
1,5,1,2,1,4,41.176500000000004,0
2,1,3,1,4,3,41.177400000000006,0
2,10,2,1,1,4,58.8228,0
2,5,3,2,2,3,49.99969999999999,0
4,5,2,3,1,3,52.941900000000004,0
1,5,3,4,5,2,58.8215,0
2,5,4,4,1,3,55.8814,0
3,7,3,5,5,4,79.41080000000001,1
3,4,1,5,2,3,52.941199999999995,0
4,6,4,5,2,2,67.6461,1
3,6,3,7,3,2,70.58630000000001,1
1,5,1,6,2,3,52.9396,0
3,4,3,3,2,4,55.882999999999996,0
3,3,4,7,2,4,67.6467,1
3,8,1,1,1,2,47.0585,0
3,5,4,1,1,2,47.0588,0
1,2,4,1,5,2,44.1171,0
3,9,3,3,5,2,73.5276,1
3,8,3,4,4,1,67.64489999999999,1
4,8,1,5,1,4,67.64699999999999,1
4,10,4,6,1,1,76.46789999999999,1
4,10,3,6,1,4,82.35170000000001,1
4,1,1,4,1,2,38.2366,0
2,1,4,1,5,3,47.0595,0
4,4,2,6,3,4,67.64750000000001,1
1,8,2,6,1,2,58.820600000000006,0
1,6,1,5,2,1,47.056400000000004,0
1,5,4,7,3,4,70.5862,1
2,6,4,2,2,4,58.8232,0
4,5,4,1,1,1,47.058899999999994,0
1,7,1,7,1,4,61.7628,1
2,4,2,5,3,1,49.9984,0
3,2,2,7,4,2,58.82280000000001,0
4,8,4,2,3,3,70.58789999999999,1
2,6,3,2,1,2,47.057900000000004,0
3,9,4,3,4,2,73.52749999999999,1
1,10,2,2,2,4,61.763099999999994,1
4,3,2,6,5,2,64.7056,1
3,5,1,5,5,3,64.7054,1
1,6,2,1,4,4,52.94080000000001,0
3,1,3,4,5,3,55.88289999999999,0
4,10,3,5,2,4,82.3519,1
4,2,1,6,1,2,47.0593,0
2,8,1,5,3,3,64.7042,1
3,6,2,1,3,2,49.9999,0
1,7,4,7,1,4,70.5858,1
2,9,1,2,3,1,52.93920000000001,0
4,9,2,7,4,4,88.234,1
3,7,4,6,5,1,76.46789999999999,1
4,3,4,2,4,2,55.8829,0
1,9,2,5,3,2,64.70280000000001,1
3,5,3,5,5,4,73.529,1
1,2,1,5,3,3,44.11709999999999,0
3,9,1,4,5,3,73.5281,1
1,7,1,3,2,2,47.057100000000005,0
4,2,2,6,2,1,49.9998,0
1,7,3,7,3,2,67.6438,1
4,9,1,2,1,2,55.882,0
3,2,1,2,1,4,38.2372,0
2,1,1,1,5,2,35.2949,0
1,6,3,7,3,2,64.70290000000001,1
1,9,4,1,1,2,52.939,0
2,4,1,3,3,1,41.175599999999996,0
4,2,3,6,1,4,58.8245,0
4,1,1,5,5,2,52.941900000000004,0
4,10,4,3,5,2,82.35119999999999,1
2,3,3,3,1,4,47.05929999999999,0
2,1,4,6,4,2,55.8813,0
4,8,2,3,4,1,64.7047,1
1,2,1,1,2,2,26.470799999999997,0
1,10,1,1,1,2,47.0569,0
3,5,2,5,3,4,64.70580000000001,1
3,5,2,1,3,3,50.00059999999999,0
4,6,3,1,5,1,58.82320000000001,0
2,10,3,2,1,3,61.763099999999994,1
1,10,2,4,2,3,64.70329999999998,1
3,9,4,5,2,4,79.41029999999999,1
3,6,3,1,2,4,55.882999999999996,0
1,10,4,7,4,4,88.23179999999999,1
4,9,1,7,1,1,67.64489999999999,1
2,5,1,2,3,2,44.1172,0
3,3,3,2,2,2,44.118,0
3,10,3,2,5,1,70.58599999999998,1
1,8,4,7,3,1,70.58409999999999,1
2,4,2,1,3,2,41.1764,0
1,8,2,3,4,4,64.7044,1
2,9,1,5,5,3,73.5273,1
4,7,2,7,2,1,67.64519999999999,1
3,7,3,1,1,3,52.941199999999995,0
1,8,2,3,5,1,58.82070000000001,0
1,3,3,5,2,3,49.99889999999999,0
3,3,1,5,3,4,55.88300000000001,0
4,8,2,5,4,1,70.58649999999999,1
3,4,3,2,2,4,52.942099999999996,0
3,10,2,7,3,3,82.3505,1
4,7,1,4,5,1,64.70479999999999,1
4,5,1,7,2,1,58.822399999999995,0
4,5,4,5,3,1,64.70469999999999,1
2,5,4,1,4,1,49.9988,0
3,9,4,4,1,1,64.70349999999999,1
2,10,1,1,5,4,67.64620000000001,1
1,4,4,2,4,3,52.94030000000001,0
2,5,3,1,4,2,49.9994,0
1,5,1,4,5,1,49.9979,0
2,9,1,7,2,1,64.7026,1
2,3,4,2,5,2,52.9406,0
3,10,4,4,4,1,76.46769999999998,1
1,5,1,2,3,3,44.11709999999999,0
1,9,2,5,4,1,64.70230000000001,1
1,7,2,1,3,2,47.0574,0
4,1,4,4,1,4,52.94279999999999,0
4,8,1,3,3,3,64.7058,1
4,6,1,5,5,4,73.5296,1
2,10,3,2,4,2,67.6448,1
2,6,2,4,1,1,47.057100000000005,0
3,8,4,2,3,4,70.5878,1
2,4,4,1,2,2,44.1173,0
2,9,3,7,4,2,79.4084,1
2,1,3,2,2,1,32.3529,0
3,7,2,6,3,2,67.6453,1
1,3,4,6,3,1,52.938700000000004,0
4,1,1,6,1,2,44.1184,0
2,7,2,7,2,4,70.5866,1
4,10,4,5,4,2,85.29189999999998,1
2,7,4,6,2,2,67.6445,1
1,7,4,6,3,3,70.5855,1
3,10,3,2,4,4,76.4697,1
4,4,3,4,5,3,67.6473,1
1,10,1,2,1,4,55.881,0
3,6,4,4,1,2,58.822399999999995,0
4,3,3,1,1,2,41.1777,0
4,6,2,5,3,2,64.7052,1
3,7,3,5,5,1,70.586,1
4,2,2,5,2,4,55.883700000000005,0
1,4,4,4,4,2,55.880500000000005,0
4,3,2,5,3,3,58.8241,0
2,3,4,4,5,1,55.8808,0
1,4,2,3,5,2,49.9987,0
2,9,2,2,5,1,61.7624,1
2,1,2,5,1,2,38.2351,0
4,3,3,6,4,3,67.64710000000001,1
3,1,4,5,3,2,52.941,0
3,4,3,5,2,4,61.764799999999994,1
4,8,1,5,5,2,73.5282,1
1,9,2,1,5,2,58.821400000000004,0
2,1,4,7,4,4,64.7054,1
1,4,4,7,2,3,61.76259999999999,1
4,8,1,5,1,4,67.64699999999999,1
4,2,3,4,2,1,47.059000000000005,0
1,1,2,2,5,4,44.118300000000005,0
3,9,4,2,2,2,64.70439999999999,1
1,3,1,5,5,1,47.057,0
4,4,3,4,2,3,58.824,0
2,1,2,1,4,4,41.178,0
3,5,4,6,3,1,64.70389999999999,1
4,4,4,4,3,3,64.70609999999999,1
1,6,4,6,5,4,76.4684,1
2,10,3,2,3,1,61.7621,1
3,3,2,3,2,1,41.176300000000005,0
4,9,1,3,5,4,76.4705,1
4,10,3,5,4,4,88.2341,1
1,9,1,1,4,2,52.9393,0
1,5,2,3,3,2,47.0574,0
2,6,4,2,1,2,49.9989,0
4,10,1,2,1,1,55.881299999999996,0
2,4,2,1,5,3,50.00019999999999,0
3,4,3,6,4,2,64.7047,1
4,3,3,4,4,4,64.7069,1
4,4,3,7,1,1,58.8224,0
1,3,1,3,1,1,29.410800000000002,0
3,2,4,2,3,4,52.942400000000006,0
4,6,1,5,5,1,64.70479999999999,1
4,6,2,1,2,4,55.883700000000005,0
1,9,4,5,1,3,67.6442,1
4,7,3,1,1,1,49.9997,0
2,8,2,2,5,3,64.7047,1
2,4,4,7,2,3,64.70429999999999,1
3,6,4,2,4,3,64.7055,1
3,5,1,5,3,1,52.940000000000005,0
2,9,4,1,2,4,64.705,1
4,3,2,5,1,4,55.8835,0
3,5,2,4,5,4,67.64710000000001,1
3,2,3,5,4,4,61.76519999999999,1
2,9,1,2,2,2,52.9397,0
3,9,1,4,2,4,67.6464,1
3,6,2,4,4,2,61.76370000000001,1
1,9,3,2,5,2,64.7033,1
2,3,2,5,2,1,44.1164,0
2,3,1,2,1,4,38.2364,0
2,3,2,7,2,2,52.939800000000005,0
2,1,1,7,5,1,49.99870000000001,0
2,5,4,6,4,3,70.5865,1
2,2,2,2,5,2,44.1177,0
2,6,4,1,4,4,61.7645,1
3,10,1,2,3,3,64.705,1
1,4,2,2,1,4,41.17659999999999,0
1,3,1,2,4,3,41.1764,0
3,2,3,2,2,4,47.0603,0
3,2,4,5,2,4,58.824,0
1,6,1,2,4,3,49.9991,0
1,6,3,2,1,2,44.116200000000006,0
2,8,2,6,1,1,58.8207,0
4,4,4,7,3,4,76.4704,1
4,5,3,4,3,2,61.76440000000001,1
2,1,3,3,2,3,41.17700000000001,0
4,2,1,7,4,2,58.8235,0
2,6,2,3,5,3,61.7638,1
2,9,3,4,2,2,64.7035,1
2,5,2,3,1,1,41.17529999999999,0
2,7,3,6,5,4,79.41000000000001,1
4,9,4,6,3,4,88.234,1
4,10,3,1,1,1,58.822399999999995,0
1,6,2,4,1,2,47.05700000000001,0
4,6,2,1,5,1,55.882200000000005,0
3,6,1,3,5,1,55.8813,0
1,3,2,5,4,1,47.0569,0
1,4,1,1,2,1,29.411,0
4,4,2,7,5,1,67.6458,1
3,4,4,1,2,4,52.9422,0
4,8,1,1,1,1,47.0586,0
1,8,2,4,1,2,52.93880000000001,0
2,1,3,3,4,4,50.0008,0
4,2,3,2,1,1,38.2361,0
3,1,1,3,3,3,41.17779999999999,0
1,10,4,7,4,3,85.29019999999998,1
1,1,3,1,3,3,35.2946,0
4,6,2,7,3,1,67.6454,1
4,9,3,2,1,1,58.822399999999995,0
1,10,1,7,3,1,67.6429,1
1,7,4,4,5,3,70.5859,1
3,3,2,6,3,1,52.94010000000001,0
1,2,4,2,1,4,41.1768,0
1,1,4,4,4,1,44.1162,0
2,10,1,7,4,4,82.35050000000001,1
1,1,3,7,2,3,49.99889999999999,0
3,1,4,4,1,1,41.1763,0
4,8,4,3,1,4,70.58819999999999,1
4,2,3,5,3,3,58.824200000000005,0
4,9,2,3,1,3,64.7055,1
2,10,1,6,4,4,79.40960000000001,1
1,10,4,6,2,3,76.4671,1
4,4,4,4,3,2,61.7645,1
3,2,2,7,3,3,58.8233,0
1,4,3,6,2,2,52.9391,0
2,8,2,6,5,1,70.5851,1
2,9,4,5,3,4,79.4097,1
3,9,2,5,3,4,76.46940000000001,1
3,5,2,1,2,1,41.1763,0
1,9,2,2,2,4,58.822199999999995,0
2,7,3,3,4,2,61.76300000000001,1
1,1,4,1,2,4,38.2361,0
3,6,1,3,4,1,52.940200000000004,0
3,1,1,2,2,3,35.2958,0
2,5,4,2,5,3,61.763999999999996,1
3,3,1,2,3,4,47.0603,0
4,9,4,1,1,3,64.7057,1
4,5,4,6,5,2,76.4694,1
4,1,1,2,5,4,50.002399999999994,0
3,3,4,1,2,1,41.1765,0
2,8,2,2,1,1,47.0571,0
4,1,3,6,5,2,61.76480000000001,1
2,6,4,6,1,3,64.7041,1
1,6,1,2,5,2,49.9986,0
1,7,2,7,3,1,61.76120000000001,1
1,1,2,1,5,4,41.177400000000006,0
3,3,1,7,4,3,61.764300000000006,1
1,3,2,4,5,1,47.0571,0
4,10,4,1,5,1,73.52779999999998,1
2,4,4,6,5,1,64.70349999999999,1
3,10,1,6,3,2,73.527,1
1,7,2,4,2,4,58.82220000000001,0
4,9,4,1,3,2,67.6463,1
3,8,3,1,1,3,55.882099999999994,0
1,3,3,1,5,1,41.1754,0
1,7,4,6,1,1,58.820100000000004,0
2,5,3,7,1,2,58.8215,0
4,2,1,4,2,1,41.177,0
2,5,1,1,3,1,38.2347,0
3,4,3,6,1,3,58.82300000000001,0
3,7,2,5,4,1,64.7039,1
4,4,3,5,1,3,58.823800000000006,0
1,1,3,5,5,4,55.882000000000005,0
1,9,3,1,1,2,49.998,0
1,9,3,4,1,3,61.762299999999996,1
3,7,3,5,5,1,70.586,1
3,4,2,5,2,4,58.823800000000006,0
3,1,1,5,4,1,44.1175,0
2,8,4,1,2,4,61.7641,1
4,9,1,4,2,3,67.64649999999999,1
4,2,3,4,5,2,58.82390000000001,0
2,7,2,4,1,1,49.998000000000005,0
4,6,2,6,2,4,70.5882,1
3,1,4,7,1,3,55.8822,0
2,1,3,1,2,2,32.3536,0
4,3,3,5,5,4,70.58890000000001,1
2,6,4,3,4,2,61.7631,1
2,4,2,6,5,3,64.7047,1
4,6,4,6,5,2,79.4103,1
4,3,4,6,5,4,76.4708,1
3,6,3,4,3,4,67.64680000000001,1
2,8,1,5,3,1,58.821000000000005,0
2,9,2,2,1,3,55.88119999999999,0
2,3,4,3,4,3,55.882000000000005,0
3,7,2,5,3,1,61.762800000000006,1
3,8,2,7,4,4,82.3514,1
1,8,1,2,1,4,49.9992,0
1,7,2,5,5,1,61.76160000000001,1
1,4,3,7,3,1,55.8795,0
3,5,4,4,4,2,64.70479999999999,1
2,4,3,2,3,4,52.941500000000005,0
3,8,1,2,1,4,55.8826,0
1,9,4,5,3,2,70.5848,1
4,8,1,1,2,2,52.9413,0
1,2,1,4,5,1,41.1752,0
4,7,3,6,1,1,64.7042,1
2,1,2,3,1,1,29.411700000000003,0
2,10,3,5,2,2,70.5853,1
3,10,1,6,1,3,70.5864,1
3,10,4,5,2,3,79.40959999999998,1
2,2,1,2,1,1,26.4707,0
4,10,3,6,5,3,91.1745,1
1,4,2,2,5,4,52.941,0
1,5,2,1,5,1,44.1162,0
4,5,3,7,1,1,61.7633,1
1,4,1,2,1,1,29.410800000000002,0
2,4,1,3,5,2,49.9994,0
2,10,2,7,2,2,73.5261,1
1,4,2,4,4,1,47.0569,0
4,10,3,6,5,2,88.2329,1
2,6,2,3,2,1,47.057300000000005,0
3,2,2,5,4,3,55.8826,0
3,10,1,4,3,2,67.6452,1
3,4,1,1,4,3,47.059799999999996,0
3,10,3,4,1,2,67.645,1
3,6,2,3,5,3,64.7055,1
2,4,2,6,3,3,58.82249999999999,0
2,8,4,7,2,1,70.5847,1
3,8,1,7,4,1,70.5856,1
4,8,1,5,3,3,70.5876,1
4,10,2,3,1,2,64.70479999999999,1
2,10,1,2,1,1,49.9979,0
2,10,2,6,5,3,82.3501,1
1,9,1,6,2,4,67.6448,1
4,10,1,5,4,2,76.46889999999999,1
4,2,2,3,3,1,44.11820000000001,0
2,1,2,7,1,4,50.0001,0
1,4,2,2,3,2,41.1756,0
3,5,3,5,4,4,70.58789999999999,1
1,3,1,5,3,3,47.05799999999999,0
3,6,3,1,2,3,52.9414,0
3,8,2,3,2,2,58.8224,0
3,2,2,2,3,1,38.2356,0
1,6,4,3,2,2,52.9392,0
1,7,3,7,2,1,61.7611,1
3,2,2,2,5,4,52.9426,0
1,8,2,2,2,4,55.881299999999996,0
4,8,4,6,1,4,79.4109,1
4,4,4,4,3,3,64.70609999999999,1
1,1,3,7,3,2,49.998400000000004,0
1,7,3,4,1,2,52.9389,0
3,1,4,1,1,2,35.295199999999994,0
4,7,1,4,3,1,58.8226,0
3,10,2,7,4,4,88.2332,1
1,8,3,3,4,2,61.7622,1
4,10,2,2,4,4,76.4704,1
3,10,4,3,3,3,76.46889999999999,1
3,7,1,1,3,2,49.99980000000001,0
1,4,4,2,1,4,47.0586,0
1,10,1,7,3,1,67.6429,1
2,9,2,4,3,2,64.70360000000001,1
3,8,3,3,4,3,70.58720000000001,1
2,10,3,2,5,2,70.5859,1
2,8,1,6,5,4,76.46890000000002,1
1,4,1,5,5,2,52.9395,0
2,9,3,2,3,2,61.7628,1
2,10,4,1,5,3,73.52759999999999,1
2,4,4,6,2,4,64.705,1
3,6,4,2,4,1,58.8223,0
3,2,3,4,3,3,52.941599999999994,0
2,6,3,5,2,1,55.880100000000006,0
2,9,3,5,1,1,61.761700000000005,1
4,7,2,7,2,4,76.47,1
1,10,1,3,1,4,58.8219,0
2,6,2,1,4,2,49.999300000000005,0
3,5,3,7,5,4,79.4108,1
1,3,4,2,5,3,52.9405,0
1,5,1,2,4,3,47.0582,0
2,9,1,4,5,3,70.5864,1
3,3,3,7,3,2,61.76360000000001,1
3,8,3,5,2,1,64.7036,1
1,6,1,3,1,4,47.0583,0
4,6,4,3,4,1,64.70490000000001,1
2,4,1,5,3,2,49.998999999999995,0
4,7,3,7,2,4,79.411,1
4,8,3,7,5,3,88.2336,1
2,2,1,2,3,4,41.1777,0
2,1,1,3,5,1,38.2351,0
1,5,3,2,5,2,52.9397,0
4,1,4,6,5,2,64.7058,1
1,7,4,1,1,2,47.0572,0
1,4,2,7,4,4,64.7044,1
4,6,3,7,5,1,76.46860000000001,1
3,5,1,7,4,3,67.6461,1
1,5,3,6,1,2,52.938900000000004,0
2,8,2,3,3,3,61.763400000000004,1
3,9,1,7,4,4,82.35130000000001,1
2,10,3,3,4,3,73.5273,1
1,10,3,3,3,2,64.7029,1
3,6,2,2,2,1,47.058099999999996,0
3,7,3,4,1,4,64.7055,1
2,8,1,2,1,4,52.9409,0
2,1,3,1,1,1,26.4709,0
1,9,2,1,4,2,55.880300000000005,0
4,6,3,6,3,3,73.5287,1
2,9,2,5,5,3,76.4683,1
1,6,3,2,2,2,47.057300000000005,0
1,9,3,4,5,4,76.4683,1
3,4,3,7,3,3,67.6461,1
